Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_Count
Parvovirus,Lethargy,Diarrhea,Redness around Eye area,Anorexia,None,None,None,4
Parvovirus,Severe Dehydration,Pain,Sepsis,Weakness,Anorexia,Discomfort,None,6
Parvovirus,Lethargy,Severe Dehydration,Pain,Discomfort,Sepsis,Anorexia,None,6
Parvovirus,Vomiting,Pain,Redness around Eye area,Sepsis,Discomfort,None,None,5
Parvovirus,Vomiting,Redness around Eye area,Sepsis,Anorexia,Discomfort,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Pain,Weakness,Depression,Discomfort,None,6
Parvovirus,Diarrhea,Pain,Discomfort,Redness around Eye area,Depression,None,None,5
Parvovirus,Vomiting,Diarrhea,Sepsis,Weakness,Depression,None,None,5
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Depression,Anorexia,Discomfort,None,6
Parvovirus,Diarrhea,Discomfort,Sepsis,Weakness,Discomfort,None,None,5
Parvovirus,Lethargy,Vomiting,Diarrhea,Redness around Eye area,Depression,None,None,5
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Pain,Discomfort,Anorexia,None,6
Parvovirus,Redness around Eye area,Depression,Anorexia,Discomfort,None,None,None,4
Parvovirus,Vomiting,Redness around Eye area,Weakness,Depression,None,None,None,4
Parvovirus,Lethargy,Vomiting,Pain,Discomfort,Anorexia,None,None,5
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Anorexia,Discomfort,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Anorexia,None,None,None,4
Parvovirus,Lethargy,Vomiting,Redness around Eye area,Weakness,Anorexia,Discomfort,None,6
Parvovirus,Pain,Discomfort,Redness around Eye area,Sepsis,Anorexia,Discomfort,None,6
Parvovirus,Severe Dehydration,Sepsis,Depression,Discomfort,None,None,None,4
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Pain,Discomfort,Redness around Eye area,None,6
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Redness around Eye area,Discomfort,None,None,5
Parvovirus,Vomiting,Diarrhea,Pain,Discomfort,Sepsis,Discomfort,None,6
Parvovirus,Vomiting,Discomfort,Redness around Eye area,Weakness,None,None,None,4
Parvovirus,Vomiting,Pain,Discomfort,Redness around Eye area,Sepsis,Depression,None,6
Parvovirus,Vomiting,Diarrhea,Discomfort,Redness around Eye area,Anorexia,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Depression,Anorexia,None,None,5
Parvovirus,Lethargy,Vomiting,Pain,Discomfort,Weakness,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Discomfort,Sepsis,Depression,None,None,5
Parvovirus,Pain,Redness around Eye area,Weakness,Discomfort,None,None,None,4
Parvovirus,Lethargy,Severe Dehydration,Redness around Eye area,Depression,Anorexia,Discomfort,None,6
Parvovirus,Vomiting,Severe Dehydration,Redness around Eye area,Anorexia,None,None,None,4
Parvovirus,Redness around Eye area,Sepsis,Weakness,Anorexia,None,None,None,4
Parvovirus,Lethargy,Vomiting,Diarrhea,Pain,Discomfort,Weakness,None,6
Parvovirus,Vomiting,Diarrhea,Discomfort,Sepsis,Anorexia,None,None,5
Parvovirus,Diarrhea,Pain,Discomfort,Weakness,Depression,Anorexia,None,6
Parvovirus,Vomiting,Diarrhea,Pain,Depression,Anorexia,None,None,5
Parvovirus,Lethargy,Diarrhea,Discomfort,Weakness,Depression,None,None,5
Parvovirus,Lethargy,Diarrhea,Sepsis,Weakness,Anorexia,None,None,5
Parvovirus,Vomiting,Redness around Eye area,Sepsis,Depression,Discomfort,None,None,5
Parvovirus,Lethargy,Diarrhea,Redness around Eye area,Sepsis,Depression,Anorexia,None,6
Parvovirus,Vomiting,Diarrhea,Discomfort,Weakness,Anorexia,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Redness around Eye area,Weakness,Anorexia,None,6
Parvovirus,Diarrhea,Severe Dehydration,Pain,Depression,None,None,None,4
Parvovirus,Lethargy,Pain,Discomfort,Sepsis,Anorexia,None,None,5
Parvovirus,Lethargy,Vomiting,Diarrhea,Severe Dehydration,Redness around Eye area,Depression,None,6
Parvovirus,Diarrhea,Pain,Discomfort,Anorexia,None,None,None,4
Parvovirus,Lethargy,Diarrhea,Redness around Eye area,Sepsis,Weakness,Discomfort,None,6
Parvovirus,Vomiting,Diarrhea,Sepsis,Weakness,Depression,Anorexia,None,6
Parvovirus,Diarrhea,Severe Dehydration,Discomfort,Redness around Eye area,Depression,Anorexia,None,6
Parvovirus,Pain,Redness around Eye area,Weakness,Depression,None,None,None,4
Parvovirus,Lethargy,Severe Dehydration,Discomfort,Sepsis,Weakness,Depression,None,6
Parvovirus,Diarrhea,Pain,Discomfort,Discomfort,None,None,None,4
Parvovirus,Lethargy,Vomiting,Diarrhea,Severe Dehydration,Discomfort,None,None,5
Parvovirus,Lethargy,Redness around Eye area,Sepsis,Weakness,Anorexia,Discomfort,None,6
Parvovirus,Vomiting,Diarrhea,Severe Dehydration,Weakness,Depression,None,None,5
Parvovirus,Vomiting,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,None,None,5
Parvovirus,Vomiting,Pain,Redness around Eye area,Weakness,None,None,None,4
Parvovirus,Lethargy,Diarrhea,Redness around Eye area,Depression,Anorexia,None,None,5
Parvovirus,Diarrhea,Severe Dehydration,Pain,Sepsis,Weakness,Anorexia,None,6
Parvovirus,Diarrhea,Severe Dehydration,Weakness,Discomfort,None,None,None,4
Parvovirus,Vomiting,Sepsis,Weakness,Depression,Discomfort,None,None,5
Parvovirus,Vomiting,Depression,Anorexia,Discomfort,None,None,None,4
Parvovirus,Vomiting,Diarrhea,Pain,Discomfort,Weakness,Discomfort,None,6
Parvovirus,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,Weakness,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Pain,Weakness,Anorexia,Discomfort,None,6
Parvovirus,Severe Dehydration,Pain,Weakness,Depression,None,None,None,4
Parvovirus,Severe Dehydration,Discomfort,Sepsis,Depression,Discomfort,None,None,5
Parvovirus,Lethargy,Pain,Discomfort,Redness around Eye area,Anorexia,Discomfort,None,6
Parvovirus,Vomiting,Severe Dehydration,Pain,Discomfort,None,None,None,4
Parvovirus,Lethargy,Redness around Eye area,Sepsis,Weakness,Depression,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Discomfort,Sepsis,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Pain,Redness around Eye area,Weakness,None,None,5
Parvovirus,Vomiting,Discomfort,Sepsis,Weakness,Anorexia,None,None,5
Parvovirus,Lethargy,Vomiting,Pain,Discomfort,Redness around Eye area,Sepsis,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Weakness,Anorexia,None,None,5
Parvovirus,Severe Dehydration,Sepsis,Anorexia,Discomfort,None,None,None,4
Parvovirus,Vomiting,Diarrhea,Severe Dehydration,Pain,Sepsis,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Weakness,Discomfort,None,None,5
Parvovirus,Discomfort,Redness around Eye area,Sepsis,Weakness,Depression,Discomfort,None,6
Parvovirus,Lethargy,Severe Dehydration,Pain,Redness around Eye area,Depression,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Redness around Eye area,Weakness,None,None,5
Parvovirus,Diarrhea,Pain,Sepsis,Depression,Discomfort,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Discomfort,Anorexia,None,None,5
Parvovirus,Lethargy,Pain,Discomfort,Redness around Eye area,None,None,None,4
Parvovirus,Vomiting,Diarrhea,Severe Dehydration,Discomfort,Depression,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Discomfort,Redness around Eye area,Sepsis,Anorexia,None,6
Parvovirus,Lethargy,Pain,Discomfort,Weakness,Anorexia,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Redness around Eye area,Sepsis,Weakness,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Pain,Discomfort,Depression,None,6
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Discomfort,Sepsis,Discomfort,None,6
Parvovirus,Vomiting,Discomfort,Redness around Eye area,Sepsis,Weakness,Depression,None,6
Parvovirus,Pain,Discomfort,Sepsis,Weakness,Anorexia,None,None,5
Parvovirus,Vomiting,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,Discomfort,None,6
Parvovirus,Severe Dehydration,Pain,Discomfort,Weakness,Depression,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Weakness,Depression,Discomfort,None,6
Parvovirus,Severe Dehydration,Pain,Discomfort,Depression,Anorexia,None,None,5
Parvovirus,Discomfort,Sepsis,Weakness,Depression,Anorexia,None,None,5
Parvovirus,Lethargy,Severe Dehydration,Discomfort,Redness around Eye area,Weakness,None,None,5
Parvovirus,Vomiting,Discomfort,Redness around Eye area,Depression,Anorexia,None,None,5
Parvovirus,Vomiting,Pain,Sepsis,Weakness,Depression,None,None,5
Parvovirus,Severe Dehydration,Pain,Discomfort,Sepsis,Weakness,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Sepsis,Anorexia,Discomfort,None,6
Parvovirus,Diarrhea,Discomfort,Redness around Eye area,Sepsis,Depression,None,None,5
Parvovirus,Lethargy,Diarrhea,Weakness,Anorexia,Discomfort,None,None,5
Parvovirus,Lethargy,Diarrhea,Weakness,Depression,Anorexia,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Pain,Discomfort,Redness around Eye area,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Redness around Eye area,Weakness,None,None,5
Parvovirus,Lethargy,Vomiting,Sepsis,Depression,Discomfort,None,None,5
Parvovirus,Severe Dehydration,Pain,Sepsis,Discomfort,None,None,None,4
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Pain,Depression,Anorexia,None,6
Parvovirus,Diarrhea,Severe Dehydration,Discomfort,Redness around Eye area,Sepsis,Depression,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Pain,Sepsis,Anorexia,None,6
Parvovirus,Severe Dehydration,Discomfort,Redness around Eye area,Sepsis,Depression,None,None,5
Parvovirus,Diarrhea,Sepsis,Anorexia,Discomfort,None,None,None,4
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Pain,Anorexia,Discomfort,None,6
Parvovirus,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,Sepsis,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Pain,Redness around Eye area,Depression,Anorexia,None,6
Parvovirus,Vomiting,Pain,Redness around Eye area,Weakness,Anorexia,None,None,5
Parvovirus,Severe Dehydration,Pain,Sepsis,Depression,Anorexia,Discomfort,None,6
Parvovirus,Vomiting,Severe Dehydration,Sepsis,Weakness,Anorexia,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Discomfort,Redness around Eye area,Weakness,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Pain,Discomfort,Weakness,Discomfort,None,6
Parvovirus,Lethargy,Severe Dehydration,Discomfort,Sepsis,Weakness,None,None,5
Parvovirus,Diarrhea,Severe Dehydration,Sepsis,Anorexia,None,None,None,4
Parvovirus,Severe Dehydration,Redness around Eye area,Weakness,Anorexia,Discomfort,None,None,5
Parvovirus,Lethargy,Vomiting,Pain,Redness around Eye area,None,None,None,4
Parvovirus,Severe Dehydration,Pain,Discomfort,Weakness,Depression,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Pain,Discomfort,Sepsis,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Anorexia,Discomfort,None,None,None,4
Parvovirus,Vomiting,Pain,Weakness,Depression,Discomfort,None,None,5
Parvovirus,Vomiting,Diarrhea,Pain,Redness around Eye area,None,None,None,4
Parvovirus,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,Sepsis,Anorexia,None,6
Parvovirus,Vomiting,Diarrhea,Severe Dehydration,Pain,Discomfort,Discomfort,None,6
Parvovirus,Vomiting,Discomfort,Redness around Eye area,Sepsis,Weakness,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Anorexia,Discomfort,None,None,5
Parvovirus,Lethargy,Severe Dehydration,Pain,Depression,Discomfort,None,None,5
Parvovirus,Vomiting,Discomfort,Redness around Eye area,Sepsis,Weakness,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Redness around Eye area,Depression,Anorexia,None,None,5
Parvovirus,Vomiting,Discomfort,Weakness,Depression,Anorexia,None,None,5
Parvovirus,Lethargy,Severe Dehydration,Pain,Discomfort,None,None,None,4
Parvovirus,Severe Dehydration,Redness around Eye area,Sepsis,Weakness,Depression,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Discomfort,Sepsis,Anorexia,None,None,5
Parvovirus,Discomfort,Sepsis,Depression,Discomfort,None,None,None,4
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Sepsis,None,None,None,4
Parvovirus,Vomiting,Diarrhea,Redness around Eye area,Depression,Anorexia,Discomfort,None,6
Parvovirus,Vomiting,Diarrhea,Severe Dehydration,Pain,Discomfort,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Pain,Sepsis,Weakness,Anorexia,None,6
Parvovirus,Severe Dehydration,Discomfort,Redness around Eye area,Sepsis,None,None,None,4
Parvovirus,Lethargy,Severe Dehydration,Pain,Sepsis,Depression,Anorexia,None,6
Parvovirus,Lethargy,Severe Dehydration,Redness around Eye area,Depression,Anorexia,None,None,5
Parvovirus,Diarrhea,Discomfort,Sepsis,Weakness,Anorexia,Discomfort,None,6
Parvovirus,Diarrhea,Discomfort,Weakness,Depression,Anorexia,None,None,5
Parvovirus,Diarrhea,Weakness,Depression,Discomfort,None,None,None,4
Parvovirus,Lethargy,Severe Dehydration,Pain,Discomfort,Weakness,None,None,5
Parvovirus,Severe Dehydration,Sepsis,Weakness,Depression,None,None,None,4
Parvovirus,Vomiting,Diarrhea,Redness around Eye area,Depression,Anorexia,None,None,5
Parvovirus,Diarrhea,Redness around Eye area,Weakness,Depression,Discomfort,None,None,5
Parvovirus,Lethargy,Discomfort,Sepsis,Discomfort,None,None,None,4
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,Sepsis,None,6
Parvovirus,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,Depression,None,None,5
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Redness around Eye area,Sepsis,None,None,5
Parvovirus,Diarrhea,Severe Dehydration,Pain,Discomfort,Depression,Anorexia,None,6
Parvovirus,Diarrhea,Severe Dehydration,Redness around Eye area,Sepsis,Weakness,Depression,None,6
Parvovirus,Lethargy,Redness around Eye area,Weakness,Discomfort,None,None,None,4
Parvovirus,Vomiting,Pain,Sepsis,Anorexia,None,None,None,4
Parvovirus,Lethargy,Vomiting,Redness around Eye area,Sepsis,Weakness,Discomfort,None,6
Parvovirus,Lethargy,Severe Dehydration,Pain,Redness around Eye area,Sepsis,Weakness,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Depression,None,None,None,4
Parvovirus,Lethargy,Pain,Sepsis,Depression,Discomfort,None,None,5
Parvovirus,Lethargy,Diarrhea,Pain,Depression,Discomfort,None,None,5
Parvovirus,Lethargy,Sepsis,Weakness,Discomfort,None,None,None,4
Parvovirus,Lethargy,Redness around Eye area,Sepsis,Weakness,Discomfort,None,None,5
Parvovirus,Lethargy,Vomiting,Discomfort,Redness around Eye area,Weakness,Anorexia,None,6
Parvovirus,Diarrhea,Pain,Sepsis,Weakness,Discomfort,None,None,5
Parvovirus,Lethargy,Vomiting,Discomfort,Sepsis,Weakness,Depression,None,6
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Pain,Discomfort,Weakness,None,6
Parvovirus,Lethargy,Pain,Sepsis,Anorexia,Discomfort,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Discomfort,Weakness,Discomfort,None,None,5
Parvovirus,Lethargy,Vomiting,Redness around Eye area,Weakness,Anorexia,None,None,5
Parvovirus,Lethargy,Vomiting,Pain,Sepsis,Depression,Discomfort,None,6
Parvovirus,Discomfort,Redness around Eye area,Sepsis,Weakness,Depression,None,None,5
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Pain,Depression,Discomfort,None,6
Parvovirus,Lethargy,Severe Dehydration,Pain,Sepsis,None,None,None,4
Parvovirus,Lethargy,Vomiting,Redness around Eye area,Depression,Anorexia,None,None,5
Parvovirus,Lethargy,Pain,Discomfort,Anorexia,Discomfort,None,None,5
Parvovirus,Lethargy,Vomiting,Discomfort,Sepsis,Depression,None,None,5
Parvovirus,Lethargy,Diarrhea,Severe Dehydration,Sepsis,Depression,None,None,5
Parvovirus,Vomiting,Pain,Depression,Anorexia,None,None,None,4
Parvovirus,Vomiting,Pain,Redness around Eye area,Weakness,Depression,Anorexia,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Redness around Eye area,Sepsis,None,None,5
Parvovirus,Lethargy,Diarrhea,Pain,Discomfort,None,None,None,4
Parvovirus,Lethargy,Vomiting,Diarrhea,Pain,Sepsis,Weakness,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Depression,Anorexia,Discomfort,None,6
Parvovirus,Severe Dehydration,Sepsis,Weakness,Depression,Anorexia,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Depression,Discomfort,None,None,5
Parvovirus,Vomiting,Pain,Discomfort,Redness around Eye area,Depression,None,None,5
Parvovirus,Vomiting,Diarrhea,Pain,Sepsis,Anorexia,None,None,5
Parvovirus,Lethargy,Diarrhea,Redness around Eye area,Sepsis,Depression,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Discomfort,Sepsis,Weakness,None,6
Parvovirus,Pain,Redness around Eye area,Sepsis,Weakness,Discomfort,None,None,5
Parvovirus,Vomiting,Severe Dehydration,Sepsis,Weakness,Depression,Discomfort,None,6
Parvovirus,Lethargy,Diarrhea,Redness around Eye area,Weakness,None,None,None,4
Parvovirus,Discomfort,Redness around Eye area,Sepsis,Weakness,Depression,Anorexia,None,6
Parvovirus,Lethargy,Redness around Eye area,Depression,Anorexia,Discomfort,None,None,5
Parvovirus,Vomiting,Discomfort,Redness around Eye area,Depression,None,None,None,4
Parvovirus,Vomiting,Diarrhea,Pain,Anorexia,Discomfort,None,None,5
Parvovirus,Lethargy,Vomiting,Redness around Eye area,Weakness,None,None,None,4
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Depression,Anorexia,None,None,5
Parvovirus,Diarrhea,Discomfort,Sepsis,Weakness,Depression,Anorexia,None,6
Parvovirus,Diarrhea,Severe Dehydration,Weakness,Depression,Discomfort,None,None,5
Parvovirus,Vomiting,Pain,Discomfort,Depression,Anorexia,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Pain,Weakness,None,None,5
Parvovirus,Vomiting,Diarrhea,Sepsis,Weakness,Discomfort,None,None,5
Parvovirus,Diarrhea,Redness around Eye area,Weakness,Anorexia,None,None,None,4
Parvovirus,Lethargy,Vomiting,Diarrhea,Severe Dehydration,Weakness,Discomfort,None,6
Parvovirus,Vomiting,Severe Dehydration,Pain,Discomfort,Depression,Discomfort,None,6
Parvovirus,Diarrhea,Severe Dehydration,Pain,Redness around Eye area,None,None,None,4
Parvovirus,Vomiting,Pain,Redness around Eye area,Weakness,Anorexia,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Severe Dehydration,Sepsis,Weakness,None,None,5
Parvovirus,Diarrhea,Severe Dehydration,Redness around Eye area,Weakness,Depression,None,None,5
Parvovirus,Lethargy,Discomfort,Redness around Eye area,Sepsis,Depression,Discomfort,None,6
Parvovirus,Diarrhea,Discomfort,Sepsis,Anorexia,Discomfort,None,None,5
Parvovirus,Lethargy,Severe Dehydration,Sepsis,Weakness,Discomfort,None,None,5
Parvovirus,Lethargy,Sepsis,Weakness,Depression,Anorexia,Discomfort,None,6
Parvovirus,Lethargy,Vomiting,Diarrhea,Discomfort,None,None,None,4
Parvovirus,Vomiting,Pain,Redness around Eye area,Sepsis,Anorexia,Discomfort,None,6
Parvovirus,Severe Dehydration,Pain,Discomfort,Sepsis,None,None,None,4
Parvovirus,Lethargy,Vomiting,Discomfort,Depression,Anorexia,Discomfort,None,6
Parvovirus,Pain,Discomfort,Sepsis,Anorexia,None,None,None,4
Parvovirus,Lethargy,Discomfort,Redness around Eye area,Anorexia,None,None,None,4
Parvovirus,Vomiting,Diarrhea,Discomfort,Redness around Eye area,Anorexia,Discomfort,None,6
Parvovirus,Lethargy,Diarrhea,Discomfort,Depression,Discomfort,None,None,5
Parvovirus,Lethargy,Diarrhea,Sepsis,Anorexia,Discomfort,None,None,5
Parvovirus,Diarrhea,Severe Dehydration,Discomfort,Redness around Eye area,Discomfort,None,None,5
Parvovirus,Pain,Sepsis,Weakness,Depression,Anorexia,None,None,5
Parvovirus,Vomiting,Sepsis,Weakness,Anorexia,Discomfort,None,None,5
Parvovirus,Severe Dehydration,Pain,Sepsis,Anorexia,Discomfort,None,None,5
Parvovirus,Sepsis,Weakness,Depression,Anorexia,Discomfort,None,None,5
Parvovirus,Vomiting,Diarrhea,Pain,Sepsis,None,None,None,4
Parvovirus,Vomiting,Discomfort,Redness around Eye area,Sepsis,Anorexia,None,None,5
